,Output
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,290.0661271
5838,3185.785976
5839,6966.690109
5840,10474.01492
5841,13363.56953
5842,15435.71124
5843,16315.90793
5844,15889.58322
5845,14808.54311
5846,12990.14576
5847,10336.39399
5848,7237.383088
5849,3722.276694
5850,679.7688836
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,305.2136657
5862,2540.768686
5863,5593.13625
5864,9282.831881
5865,12743.69808
5866,14943.30079
5867,16342.78557
5868,15774.52197
5869,11996.34254
5870,7426.958228
5871,5055.744993
5872,3043.200533
5873,2434.435736
5874,533.881462
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,214.0513452
5886,2142.037442
5887,5249.384106
5888,8751.813674
5889,12472.12765
5890,15223.6457
5891,16202.43993
5892,14718.97405
5893,11282.60715
5894,8419.745454
5895,5599.255302
5896,3338.43899
5897,1973.243987
5898,341.3507051
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,118.9635955
5910,1447.12102
5911,5139.033364
5912,10297.23206
5913,13465.6076
5914,15600.94872
5915,16571.49955
5916,16528.08892
5917,15356.67157
5918,13163.39573
5919,10037.13774
5920,6533.091818
5921,2595.701604
5922,404.5039337
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,244.184787
5934,2758.052737
5935,6449.9189
5936,10305.56782
5937,13343.68839
5938,15536.71023
5939,16564.52614
5940,16049.90237
5941,14306.29599
5942,12527.89184
5943,9982.782089
5944,6678.817604
5945,3109.609558
5946,406.2357407
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,128.9388038
5958,1106.001222
5959,1944.888533
5960,2486.851761
5961,2786.939278
5962,3218.805762
5963,3573.780016
5964,4739.586307
5965,5275.268848
5966,3976.598324
5967,4616.096922
5968,5733.066256
5969,3141.082264
5970,389.8182103
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,159.5571516
5982,2311.916163
5983,5985.771533
5984,9461.993088
5985,12385.19094
5986,14500.78946
5987,15701.18571
5988,15508.49332
5989,14465.66842
5990,12546.17972
5991,9547.752171
5992,5469.854683
5993,2441.432236
5994,283.8316219
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,152.7915589
6006,2307.736736
6007,5675.500991
6008,9057.673881
6009,11157.0396
6010,13147.44002
6011,16223.93743
6012,15396.94186
6013,14996.89444
6014,12233.80792
6015,8639.246219
6016,5256.380606
6017,2273.285322
6018,229.3605191
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,23.85275508
6030,422.468545
6031,1111.473733
6032,2186.371701
6033,3702.788092
6034,5164.179202
6035,6006.553217
6036,6430.291754
6037,6494.345522
6038,5879.600219
6039,4423.381439
6040,3034.541498
6041,1449.083735
6042,164.3600297
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,96.54246756
6054,2069.04755
6055,5382.109795
6056,8185.697511
6057,10556.74911
6058,12933.89667
6059,14785.61399
6060,14022.11801
6061,11775.68724
6062,10401.46375
6063,8384.786043
6064,3985.996263
6065,1247.062675
6066,136.143121
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,52.16202684
6078,1430.70349
6079,3793.973503
6080,6733.819794
6081,9563.592432
6082,9887.578886
6083,10140.16871
6084,12465.22352
6085,12713.86482
6086,11716.29781
6087,7915.027622
6088,4097.917177
6089,1358.429411
6090,130.6706108
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,65.1159432
6102,1992.47859
6103,5325.953066
6104,8357.261858
6105,11286.69422
6106,13936.28965
6107,15087.61804
6108,15132.89902
6109,12806.27404
6110,11250.28009
6111,8520.236442
6112,5970.739449
6113,2501.445122
6114,165.8609291
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,48.79077588
6126,1354.873434
6127,4402.484302
6128,8839.766379
6129,12176.58902
6130,13805.71141
6131,14852.64646
6132,16102.84948
6133,15032.4773
6134,12945.48823
6135,9913.648354
6136,6269.44152
6137,2507.956716
6138,150.8519351
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,39.90083328
6150,1905.934421
6151,5524.602875
6152,9168.740436
6153,12262.99464
6154,14528.91401
6155,15761.61423
6156,15848.55094
6157,14798.26772
6158,12688.51116
6159,9688.536535
6160,6121.060296
6161,2431.457028
6162,127.1608153
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,28.42472556
6174,1727.512119
6175,5282.61171
6176,8777.398236
6177,11631.94726
6178,13114.32787
6179,14587.67999
6180,14177.40337
6181,13067.79999
6182,10218.00766
6183,5979.6063
6184,2652.966689
6185,1235.217115
6186,76.98459384
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,9.60575616
6198,618.6476419
6199,1772.977825
6200,2977.899863
6201,4738.200861
6202,8433.946272
6203,10911.123
6204,10938.39319
6205,9494.943603
6206,6472.38621
6207,4086.302525
6208,2802.248452
6209,1251.288284
6210,57.77308152
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,10.5062958
6222,1343.535871
6223,5023.348656
6224,8680.92504
6225,11750.67995
6226,14009.46427
6227,15227.77895
6228,15308.89679
6229,14252.7947
6230,12143.15359
6231,9170.472243
6232,5636.362153
6233,2065.976479
6234,61.21360476
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,5.8881438
6246,1487.599122
6247,4926.482918
6248,8468.790228
6249,11508.29624
6250,13723.78539
6251,14927.69143
6252,14988.65104
6253,13926.82244
6254,11823.00021
6255,8867.613835
6256,5378.161275
6257,1889.563072
6258,44.17262388
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,2.58616512
6270,1300.032879
6271,4580.929695
6272,8139.931624
6273,11167.91535
6274,13389.24646
6275,14596.06194
6276,14682.95247
6277,13649.98732
6278,11586.50464
6279,8681.617763
6280,5227.517156
6281,1787.894456
6282,32.41942704
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0.78508584
6294,1230.414237
6295,4522.879524
6296,8223.635629
6297,11263.09546
6298,13533.37898
6299,14789.19306
6300,14899.19744
6301,13872.05116
6302,11784.09228
6303,8798.387737
6304,5264.924188
6305,1749.240524
6306,23.22930456
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0.09236304
6318,1207.046388
6319,4576.958084
6320,8152.400635
6321,11165.72172
6322,13324.89251
6323,14453.79977
6324,14474.41982
6325,13363.54644
6326,11232.36166
6327,8284.364328
6328,4845.434351
6329,1459.151306
6330,14.27008968
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,733.9628974
6343,3332.597028
6344,6224.968716
6345,7384.702137
6346,6523.370608
6347,4838.622576
6348,3306.296652
6349,3105.199223
6350,3439.29943
6351,3684.50021
6352,2767.496858
6353,1023.128485
6354,7.80467688
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,921.7600484
6367,3156.345257
6368,4638.725867
6369,7046.260868
6370,9964.378754
6371,11180.96163
6372,10740.29756
6373,10656.61665
6374,8739.229209
6375,3882.919111
6376,1092.493128
6377,336.062921
6378,0.64654128
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,292.190477
6391,1058.549711
6392,1661.865088
6393,2282.613989
6394,3173.016785
6395,10009.10556
6396,10988.75414
6397,9551.031059
6398,7932.137875
6399,6965.235391
6400,4387.128946
6401,1209.401646
6402,1.52399016
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,416.1878582
6415,2089.090329
6416,4166.889277
6417,6625.662674
6418,10193.39291
6419,12682.25357
6420,12445.73491
6421,11275.12574
6422,8694.433135
6423,5704.64153
6424,2975.152063
6425,834.4077034
6426,0.3463614
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,201.5130625
6439,1304.558668
6440,4099.718256
6441,8818.84615
6442,11586.13519
6443,13407.74216
6444,13645.43844
6445,12553.7304
6446,10311.15579
6447,7425.549692
6448,3463.475455
6449,799.2635666
6450,0.04618152
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,417.2038517
6463,1773.762911
6464,3186.848151
6465,4881.733025
6466,7684.235476
6467,10121.90392
6468,10562.08308
6469,6755.155656
6470,4275.208032
6471,3590.797906
6472,3051.790295
6473,922.0602283
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,489.8935642
6487,2877.385785
6488,5752.32395
6489,8815.982896
6490,11132.65576
6491,12217.52893
6492,12143.8925
6493,11089.52222
6494,9180.793813
6495,6488.919194
6496,2182.861906
6497,250.7887444
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,219.4084015
6511,1062.059506
6512,4411.143337
6513,8217.56276
6514,11023.73664
6515,11075.64467
6516,12125.00426
6517,11327.2185
6518,8943.397709
6519,5164.271565
6520,2215.51224
6521,469.2504247
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,356.267336
6535,3211.370538
6536,6872.318173
6537,9792.00623
6538,11105.77811
6539,8615.27801
6540,4671.653291
6541,3582.208143
6542,2910.128483
6543,1842.873556
6544,701.3587442
6545,117.9245113
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,408.8680873
6559,3008.079487
6560,6183.266804
6561,8968.889908
6562,10199.90451
6563,10231.67739
6564,9219.747925
6565,4484.964496
6566,2640.266771
6567,1819.136254
6568,980.3182158
6569,213.8435284
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,368.1821682
6583,2711.617219
6584,6894.254395
6585,9891.66595
6586,11899.06117
6587,12963.10648
6588,13031.59368
6589,12128.79114
6590,10208.05554
6591,7392.806994
6592,3888.022169
6593,727.6591199
6594,0
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,166.9923763
6607,1089.930054
6608,1932.419523
6609,3180.059467
6610,5255.549339
6611,8842.652724
6612,10876.37141
6613,11663.3276
6614,10028.06307
6615,6738.368674
6616,2409.382261
6617,178.5839378
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,271.3626115
6631,2270.606794
6632,4589.981273
6633,7523.63924
6634,9904.573685
6635,9383.66923
6636,8130.649139
6637,6837.58967
6638,4635.793341
6639,3160.109051
6640,2120.978669
6641,356.9369681
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,207.0779357
6655,2031.963789
6656,3828.240191
6657,5205.003665
6658,7367.77661
6659,9554.70249
6660,9480.373333
6661,8937.994472
6662,4834.76642
6663,2862.076611
6664,1319.890932
6665,175.1203238
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,171.0563501
6679,1822.622959
6680,3961.774056
6681,7241.07761
6682,8719.48661
6683,9888.271609
6684,10252.59762
6685,9841.374275
6686,8720.525694
6687,6172.852871
6688,2608.701702
6689,358.6918658
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,42.67172448
6703,688.2201018
6704,2400.446137
6705,4550.426801
6706,6159.968227
6707,5313.530237
6708,5032.815868
6709,5364.122093
6710,4929.692534
6711,3199.640432
6712,1550.498352
6713,178.861027
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,161.4736847
6727,2141.344719
6728,4347.990108
6729,6752.869671
6730,10843.76726
6731,11811.47792
6732,11529.56283
6733,9835.43995
6734,5417.50793
6735,4487.666115
6736,2535.757991
6737,318.4908527
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,30.31816788
6751,607.0791712
6752,1692.852888
6753,2576.905725
6754,3728.626653
6755,7199.398788
6756,9898.362271
6757,8301.820943
6758,7166.817726
6759,4636.970969
6760,1280.31337
6761,110.2121975
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,86.29017012
6775,1695.923959
6776,5023.602655
6777,7394.81589
6778,9613.145203
6779,8540.209949
6780,6573.523738
6781,6179.479919
6782,4824.537213
6783,2564.59835
6784,1580.908883
6785,162.0740444
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,30.61834776
6799,689.5824566
6800,1912.907831
6801,2630.014473
6802,3820.042971
6803,4594.483971
6804,3717.566178
6805,3182.530179
6806,2598.218497
6807,1422.667905
6808,703.3676404
6809,70.426818
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,37.45321272
6823,775.7340822
6824,1615.291025
6825,3170.038077
6826,5265.801636
6827,5817.324439
6828,6434.655908
6829,6518.960272
6830,4129.828608
6831,2238.441365
6832,650.5128907
6833,42.78717828
6834,0
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,0
6846,9.90593604
6847,372.1537789
6848,1021.373587
6849,1525.999056
6850,2082.255465
6851,3318.580936
6852,5813.191193
6853,6425.858328
6854,4037.696475
6855,2525.574966
6856,1174.88096
6857,119.4485015
6858,0
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,11.49919848
6871,405.0350212
6872,980.4105788
6873,1664.197255
6874,2640.682404
6875,3388.799938
6876,2925.483838
6877,1627.044222
6878,1308.230099
6879,1703.197548
6880,850.4326908
6881,51.90802848
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,15.17062932
6895,720.9858902
6896,2231.698863
6897,4317.949029
6898,5283.650794
6899,6984.446903
6900,9204.762022
6901,8971.614618
6902,6827.175737
6903,4492.722992
6904,1634.964353
6905,82.34165016
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,7.18122636
6919,634.0029973
6920,2516.777386
6921,4835.759322
6922,5622.322971
6923,5446.810104
6924,4338.407443
6925,4873.37417
6926,6048.070404
6927,5429.191854
6928,2190.782037
6929,89.56905804
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,9.72120996
6943,980.3643973
6944,3098.849264
6945,6445.854926
6946,7931.768423
6947,9036.915287
6948,7718.98707
6949,6369.978689
6950,4122.347201
6951,2864.247143
6952,1394.474087
6953,52.46220672
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,4.94142264
6967,928.7103672
6968,2579.976796
6969,4930.223621
6970,6393.993079
6971,6522.285342
6972,6561.077819
6973,5005.106956
6974,3561.772821
6975,2424.067985
6976,958.0818139
6977,28.26309024
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,0
6990,2.35525752
6991,720.3855305
6992,2833.46716
6993,5197.037353
6994,7057.506068
6995,9649.974965
6996,9494.25088
6997,8214.514779
6998,6256.187424
6999,3968.978373
7000,1469.449785
7001,32.69651616
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0.39254292
7015,404.9657489
7016,1842.965919
7017,3172.116246
7018,4060.32542
7019,5288.107311
7020,5910.703473
7021,6214.600965
7022,5054.75209
7023,3021.910852
7024,740.1743118
7025,13.25409624
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0.09236304
7039,520.1886413
7040,1834.237611
7041,2744.406098
7042,5194.49737
7043,6654.803214
7044,8069.874259
7045,7936.086395
7046,5565.866063
7047,2700.302747
7048,791.8283419
7049,9.90593604
7050,0
7051,0
7052,0
7053,0
7054,0
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,495.8509802
7064,1906.696416
7065,4377.315373
7066,8544.851192
7067,10060.4825
7068,10048.75239
7069,9022.275746
7070,7140.309533
7071,4393.663631
7072,1429.779859
7073,11.17592784
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,0
7087,464.4937282
7088,1558.049031
7089,3397.782243
7090,6121.106478
7091,6888.481705
7092,6412.419506
7093,5683.444213
7094,3923.535758
7095,1974.952703
7096,472.783311
7097,1.89344232
7098,0
7099,0
7100,0
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,155.1699072
7112,627.0988601
7113,2354.587888
7114,4695.090412
7115,6100.116977
7116,6355.616236
7117,4309.590174
7118,2417.83348
7119,2647.863631
7120,1180.746013
7121,3.0017988
7122,0
7123,0
7124,0
7125,0
7126,0
7127,0
7128,0
7129,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,362.7789304
7136,2261.208855
7137,4350.091367
7138,5143.328245
7139,5407.278723
7140,3965.491669
7141,3983.641006
7142,3781.11195
7143,2291.365387
7144,522.9364417
7145,0.50799672
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,197.4029072
7160,1052.984838
7161,2152.058832
7162,1696.893771
7163,2636.502977
7164,2313.971241
7165,2013.514272
7166,1378.333646
7167,825.4253977
7168,213.2200778
7169,0.04618152
7170,0
7171,0
7172,0
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,540.6701454
7184,2935.597591
7185,6472.963479
7186,8685.751009
7187,9914.364167
7188,10011.22991
7189,8968.104823
7190,6887.511893
7191,4007.078127
7192,968.3341114
7193,0.02309076
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,257.6005186
7208,1522.489261
7209,3281.658811
7210,6102.887868
7211,7092.188389
7212,6415.490577
7213,4719.658981
7214,3191.835755
7215,1614.690665
7216,421.1061901
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,246.8864059
7232,1547.496554
7233,3717.242908
7234,6250.761095
7235,7672.343734
7236,7720.257061
7237,6429.737576
7238,4103.620595
7239,2304.642574
7240,552.0538901
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,449.3000081
7256,3052.044294
7257,5912.366007
7258,7902.858792
7259,8392.960173
7260,7146.613311
7261,5306.92628
7262,3846.504982
7263,1823.846769
7264,385.7542366
7265,0
7266,0
7267,0
7268,0
7269,0
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,243.2611566
7280,1545.164387
7281,3585.186851
7282,5493.060896
7283,6516.1432
7284,6614.763836
7285,6025.372187
7286,4004.653598
7287,1743.583288
7288,267.7835437
7289,0
7290,0
7291,0
7292,0
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,59.62034232
7304,538.9614292
7305,1203.328776
7306,2623.964694
7307,3865.462496
7308,4185.731337
7309,4128.835705
7310,3055.530999
7311,1623.880788
7312,340.8427084
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7327,167.5696453
7328,671.7563899
7329,1475.130112
7330,937.1615854
7331,1388.008674
7332,4260.060494
7333,4928.168544
7334,2117.261057
7335,1082.51792
7336,185.5573474
7337,0
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,0
7351,149.1201281
7352,1210.717819
7353,2768.212672
7354,3512.635683
7355,3960.319338
7356,4408.949714
7357,3518.639281
7358,2958.780714
7359,1586.56612
7360,323.9633628
7361,0
7362,0
7363,0
7364,0
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,155.6086316
7376,1204.113862
7377,2822.198869
7378,3820.135334
7379,4252.417452
7380,4478.337448
7381,4349.052283
7382,2950.999128
7383,1717.144367
7384,283.1850806
7385,0
7386,0
7387,0
7388,0
7389,0
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,83.2421898
7400,770.9773856
7401,1690.682356
7402,2297.253531
7403,2863.346603
7404,4223.854182
7405,3594.977334
7406,2937.952849
7407,1630.992742
7408,253.5365448
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,68.60264796
7424,538.9845199
7425,972.4211759
7426,1534.842817
7427,2043.139717
7428,2771.907193
7429,2808.159687
7430,2237.633189
7431,1277.149936
7432,169.2783616
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,112.9599979
7448,1105.239227
7449,2474.798385
7450,4635.031346
7451,6807.132957
7452,6425.027061
7453,5476.15846
7454,3909.958391
7455,1723.194147
7456,247.7176733
7457,0
7458,0
7459,0
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,44.19571464
7472,577.6384522
7473,1702.458644
7474,2967.139569
7475,4611.594224
7476,5995.030928
7477,5570.507305
7478,4006.801038
7479,1509.789343
7480,196.7332752
7481,0
7482,0
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,56.4569082
7496,684.5717617
7497,1350.232191
7498,2458.981214
7499,2670.746574
7500,2086.411801
7501,1012.830006
7502,521.943539
7503,254.6449013
7504,25.81546968
7505,0
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,0
7517,0
7518,0
7519,79.61694048
7520,1280.105553
7521,2437.322081
7522,4662.832621
7523,5870.779548
7524,6651.201055
7525,6290.962108
7526,4549.849532
7527,1979.178312
7528,146.9034151
7529,0
7530,0
7531,0
7532,0
7533,0
7534,0
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,54.840555
7544,1068.755827
7545,1845.644447
7546,2096.825734
7547,3040.337278
7548,4463.790269
7549,5914.813628
7550,4337.922537
7551,1783.137759
7552,175.1203238
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,48.46750524
7568,1141.076087
7569,3101.597065
7570,4890.830785
7571,4077.966761
7572,2354.449343
7573,1474.922295
7574,1206.122758
7575,601.5604795
7576,61.49069388
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7583,0
7584,0
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,25.07656536
7592,582.2335134
7593,1445.874119
7594,2630.291562
7595,5960.787331
7596,6855.161738
7597,5488.92765
7598,3057.793893
7599,965.9557631
7600,62.922321
7601,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,0
7608,0
7609,0
7610,0
7611,0
7612,0
7613,0
7614,0
7615,7.22740788
7616,316.6205011
7617,984.5669156
7618,1571.210764
7619,2062.766863
7620,2455.725417
7621,2498.581867
7622,1505.817732
7623,671.5254823
7624,55.14073488
7625,0
7626,0
7627,0
7628,0
7629,0
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,0
7638,0
7639,9.88284528
7640,403.2801234
7641,967.4797532
7642,1638.312513
7643,2180.991554
7644,3609.15506
7645,4061.895592
7646,2556.008587
7647,714.4281144
7648,34.65923076
7649,0
7650,0
7651,0
7652,0
7653,0
7654,0
7655,0
7656,0
7657,0
7658,0
7659,0
7660,0
7661,0
7662,0
7663,21.63604212
7664,885.4151922
7665,2639.828046
7666,5046.185418
7667,6595.829412
7668,6422.117625
7669,5335.212461
7670,3538.150973
7671,1311.139534
7672,83.56546044
7673,0
7674,0
7675,0
7676,0
7677,0
7678,0
7679,0
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,11.7762876
7688,550.0911755
7689,1597.718957
7690,2733.183989
7691,3119.169133
7692,2782.1364
7693,2952.384574
7694,2479.624353
7695,1062.890774
7696,45.74279556
7697,0
7698,0
7699,0
7700,0
7701,0
7702,0
7703,0
7704,0
7705,0
7706,0
7707,0
7708,0
7709,0
7710,0
7711,7.11195408
7712,569.0717802
7713,1843.935731
7714,3625.064594
7715,5606.18253
7716,6610.722953
7717,6023.109292
7718,4275.623666
7719,1788.033001
7720,75.622239
7721,0
7722,0
7723,0
7724,0
7725,0
7726,0
7727,0
7728,0
7729,0
7730,0
7731,0
7732,0
7733,0
7734,0
7735,8.15103828
7736,527.7855013
7737,1346.468397
7738,2238.025731
7739,2572.957205
7740,2584.387131
7741,2604.222094
7742,2080.315841
7743,933.0745208
7744,42.32536308
7745,0
7746,0
7747,0
7748,0
7749,0
7750,0
7751,0
7752,0
7753,0
7754,0
7755,0
7756,0
7757,0
7758,0
7759,4.64124276
7760,590.3383702
7761,1907.158231
7762,3375.776749
7763,4284.744516
7764,4760.04472
7765,4087.272337
7766,2642.945299
7767,1056.425361
7768,42.81026904
7769,0
7770,0
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,0
7780,0
7781,0
7782,0
7783,1.59326244
7784,329.9669604
7785,980.5260326
7786,1267.613452
7787,1341.780973
7788,1302.134138
7789,1114.844984
7790,752.5509592
7791,294.499553
7792,7.89703992
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,0.78508584
7808,255.0836257
7809,918.0424361
7810,2633.732086
7811,4262.415751
7812,3930.139715
7813,2341.633972
7814,845.9069018
7815,322.5086449
7816,11.86865064
7817,0
7818,0
7819,0
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0.20781684
7832,168.470185
7833,534.1123696
7834,892.5733278
7835,1157.008711
7836,1076.237233
